region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage
overall,2501,0.5105418550346154,0.13909357635138125,0.04712187697396262,2.642889043922909,0.9936025589764095,10.100190898620891,1.0,0.0,-0.018911042380438968,0.5552396812836247,0.10366511349287025,0.007405701646428392,0.007197121151539384,0.6612088760820649,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.6038494823227785,1.5245940460164447,-0.47319207025968074,0.9431545151550867,0.7894736842105263,3.6179029988568705,1.0,0.0,0.6717624558934079,3.0537316386941322,1.7301390686091507,0.9166527211856019,0.23684210526315788,1.2394288461857712,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.2770263652698235,3.0231552024104555,-2.130273914993023,0.8680072562704754,0.4230769230769231,3.3569329552247646,1.0,0.0,2.6031360059708466,5.062459625838477,3.5730473581516473,2.319429816627685,0.6153846153846154,2.6422465272130284,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5931964984104303,0.3205261214550883,0.02360381421154049,2.0794951132229027,0.9932027189124351,7.95506643623847,1.0,0.0,-0.013097939538074846,0.6189498506347473,0.20750068213265002,0.1069512058421917,0.007197121151539384,0.5491318374993743,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.6027964529544487,1.539478351079876,-0.4078317082550972,0.8497133197329282,0.7894736842105263,3.2683507516419086,1.0,0.0,0.6348893824950594,3.2548933604208106,1.8780276476602664,1.0535890194736652,0.23684210526315788,1.2447932262587513,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.260570002891709,2.992890181549554,-2.0765628239182288,0.8047339830924382,0.4230769230769231,3.1182186134639815,1.0,0.0,2.7129030821877245,5.376393077629194,3.779539073767767,2.5512176741418235,0.6153846153846154,2.63477417815191,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5080254114200488,0.1387419626013607,0.04640438608744814,0.7159318740849088,0.9856057576969213,2.736460163123701,1.0,0.0,-0.0648167622747086,0.7096002145028085,0.19379212970326012,0.0293670097665204,0.013594562175129948,0.2254968300586909,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.587601919476982,1.5130231777427428,-0.49680318482774277,0.7159318740849087,0.6842105263157895,2.749062118874823,1.0,0.0,0.6939252222325593,3.614313055672244,2.1133619447753493,1.20888373763891,0.2894736842105263,1.2504590435519745,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.249794834681723,2.9938006611074,-2.194823022387285,0.7159318740849085,0.38461538461538464,2.7617013499674123,1.0,0.0,3.0656869764217,5.936032447380187,4.181683718068878,2.613591514901709,0.6153846153846154,2.653572044683346,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5073813409073032,0.14716547962834234,0.023007672417522235,0.6583953771263871,0.984406237504998,2.5176864895930136,1.0,0.0,-0.03569987404604804,0.7302932450777637,0.22474759680984044,0.062019184465390134,0.01479408236705318,0.21425049193417386,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5850663511292526,1.5076003213195166,-0.47794639781739007,0.687421805219751,0.6973684210526315,2.6281475712538174,1.0,0.0,0.7026751467865506,3.6751372899383443,2.165900880334699,1.322142915309859,0.3026315789473684,1.2534074196172635,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.245778354481529,2.9829307127254108,-2.1862411286392978,0.696290274310901,0.38461538461538464,2.6494613042708712,1.0,0.0,3.150540890569067,6.029645597106859,4.266259261585164,2.745385491015097,0.6538461538461539,2.653352464398559,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5080254114200488,0.1387419626013607,0.04640438608744814,2.642889043922909,0.9936025589764095,10.100190898620891,1.0,0.0,-0.018079583640147695,0.5525492546295337,0.10328246281100777,0.007405701646428392,0.007197121151539384,0.6608710630551842,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.587601919476982,1.5130231777427428,-0.49680318482774277,0.9431545151550867,0.7894736842105263,3.6179029988568705,1.0,0.0,0.6991240125969403,3.0376302297893303,1.7175468402494387,0.9166527211856019,0.23684210526315788,1.228312130656449,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.249794834681723,2.9938006611074,-2.194823022387285,0.8680072562704754,0.4230769230769231,3.3569329552247646,1.0,0.0,2.6790058603255775,5.035232488163403,3.5403493866480855,2.319429816627685,0.6153846153846154,2.6136700023541457,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.591004580766567,0.3201745077050677,0.022886323325026013,2.0794951132229027,0.9932027189124351,7.95506643623847,1.0,0.0,-0.012211790029140012,0.6161147309174433,0.20708729502820472,0.1069512058421917,0.007197121151539384,0.5487976639173914,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.586335496333942,1.5279074828061725,-0.4314428228231592,0.8497133197329282,0.7894736842105263,3.2683507516419086,1.0,0.0,0.664050697256191,3.2371441044819877,1.864423948341613,1.0602130766984539,0.23684210526315788,1.233796277199024,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.232817398097215,2.9635356402464916,-2.1411119313124933,0.8047339830924382,0.4230769230769231,3.1182186134639815,1.0,0.0,2.7933696654731053,5.346404883814187,3.7445485971604007,2.5512176741418235,0.6153846153846154,2.6065219412366765,DiagonalScanPath_1,Diagonal,1,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.6976518247738861,0.030216813230094994,0.02818349946101419,0.7159318740849088,0.9976009596161536,2.736460163123701,1.0,0.0,-0.03936617502473659,0.9744667754395097,0.04220626895361739,4.470819301464161e-06,0.0023990403838464614,0.19201563052850634,DiagonalScanPath_1,Diagonal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,4.001885072314446,0.9471352934088995,0.9464781479539861,0.7159318740849087,0.9210526315789473,2.749062118874823,1.0,0.0,-1.3220226423970265,5.589756815101414,1.3229405306468733,0.10974280447201916,0.07894736842105263,0.9749354461183775,DiagonalScanPath_1,Diagonal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,6.8405955043632165,2.6432379891357263,2.6432379891357263,0.7159318740849085,0.7692307692307693,2.7617013499674123,1.0,0.0,-3.692024457654251,9.554813456387514,3.692024457654251,0.3188657109457216,0.23076923076923078,2.518670847637047,DiagonalScanPath_1,Diagonal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.701209552181772,0.07837707633808139,0.028401004100866097,0.6580407905687441,0.9976009596161536,2.5157662031057955,1.0,0.0,-0.039594143375526684,0.987137261142054,0.12385505318621998,0.04782746527237956,0.0023990403838464614,0.1823349265988433,DiagonalScanPath_1,Diagonal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,3.9988069443707532,0.9663492399568382,0.9594193097937375,0.6836856051202025,0.9210526315789473,2.601315984848466,1.0,0.0,-1.3519783667855156,5.6060455782417735,1.3650841401783083,0.17070897379221056,0.07894736842105263,0.9650715565389357,DiagonalScanPath_1,Diagonal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,6.834584005312577,2.6379725019386626,2.636307763460967,0.6961793676829243,0.7692307692307693,2.694097311222464,1.0,0.0,-3.70726779704515,9.581169390723945,3.7098673394192265,0.3062776313017441,0.23076923076923078,2.5001636053809566,DiagonalScanPath_1,Diagonal,1,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.4812890895750968,0.02287692762169221,0.006494659106209417,0.7159318740849088,0.998000799680128,2.736460163123701,1.0,0.0,-0.009071616087090376,0.6722554295969458,0.03195405659362924,4.470819301464161e-06,0.001999200319872051,0.1845512195855109,DiagonalScanPath_1,Diagonal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.760611376284837,0.7055951104271184,0.23274407259389748,0.7159318740849087,0.9342105263157895,2.749062118874823,1.0,0.0,-0.32509248577790567,3.855969368333267,0.9855618054846311,0.10974280447201916,0.06578947368421052,0.7292973965337509,DiagonalScanPath_1,Diagonal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.703619488367048,1.8609889444051821,0.6920002638450762,0.7159318740849085,0.8461538461538461,2.7617013499674123,1.0,0.0,-0.9665727828217995,6.569926076247311,2.599393897336761,0.3188657109457216,0.15384615384615385,1.748200724164886,DiagonalScanPath_1,Diagonal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4873785609709859,0.07115097679476368,0.006712163746061349,0.6580407905687441,0.9976009596161536,2.5157662031057955,1.0,0.0,-0.009159956786101433,0.6894179409577367,0.11372017917545238,0.04782746527237956,0.001999200319872051,0.17521774491917055,DiagonalScanPath_1,Diagonal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.7616455273842364,0.7285535168273963,0.2456852344336496,0.6836856051202025,0.9210526315789473,2.601315984848466,1.0,0.0,-0.35045335809929745,3.8732422898006917,1.0315667730608122,0.17070897379221056,0.06578947368421052,0.7308600910012848,DiagonalScanPath_1,Diagonal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.702746182195189,1.8583075356913066,0.6850700381703169,0.6961793676829243,0.8461538461538461,2.694097311222464,1.0,0.0,-0.9715497030311065,6.594470967231127,2.6148633821372442,0.3062776313017441,0.15384615384615385,1.7494819866385036,DiagonalScanPath_1,Diagonal,1,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5185463672486894,0.16142081027366845,0.051469538659019494,0.7159318740849122,0.991203518592563,2.7390272087506586,1.0,0.0,-0.07189167087274427,0.7242956851327279,0.2254695119979018,0.08910929167382746,0.008796481407437025,0.22024584811838194,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.774367792941441,1.4975616801809253,-0.9269554388153357,0.715931874084912,0.7105263157894737,2.7730012386230385,1.0,0.0,1.2947536942675573,3.875184068997591,2.091765619592052,0.7676306199769594,0.2894736842105263,1.3030277380635642,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.687425872139243,3.6350595383703923,-2.8169487825029718,0.7159318740849122,0.19230769230769232,2.754073225081024,1.0,0.0,3.9346603838577954,6.547307141661494,5.077381898964399,3.093690283395111,0.8076923076923077,3.2450413510826768,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5219822476763841,0.18760012542977514,0.04383276035427724,0.6576942420071075,0.9908036785285885,2.519637276919928,1.0,0.0,-0.06914551147649664,0.7552094220457639,0.2881298157469996,0.16012687675081771,0.009196321471411436,0.2127820150350416,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.766254362673239,1.5136454217489204,-0.9169126529755545,0.6775297698059205,0.6973684210526315,2.6090934548824207,1.0,0.0,1.3311787065449792,3.9396130840877204,2.1860827879850278,0.8197491589815311,0.3026315789473684,1.3074018304689548,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.669622559268472,3.6178180668348388,-2.7939759674422757,0.6902228720051785,0.15384615384615385,2.685615011131102,1.0,0.0,4.027813456674482,6.643731129479474,5.182278704534371,3.256783569115345,0.8461538461538461,3.243684964691821,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5185463672486894,0.16142081027366845,0.051469538659019494,0.7184373254567812,0.9916033586565374,2.748733289879632,1.0,0.0,-0.07446967391844876,0.6817919261757586,0.2202030507400542,0.08910929167382746,0.008396641343462616,0.2200812402436452,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.774367792941441,1.4975616801809253,-0.9269554388153357,0.7853547552100233,0.7236842105263158,3.0413844898124665,1.0,0.0,1.2064689050645572,3.6138915841890222,1.9257405412558384,0.6763568560406678,0.27631578947368424,1.2957795897465854,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.687425872139243,3.6350595383703923,-2.8169487825029718,0.7855172940424312,0.23076923076923078,3.025763073253739,1.0,0.0,3.6595223577252796,6.109546893513928,4.694366025000178,2.8478101503239195,0.7692307692307693,3.2133464751180663,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5220039457691088,0.18761155763572449,0.043674896053376905,0.6600748546608661,0.9920031987205118,2.52882527612103,1.0,0.0,-0.07177032369098879,0.7122015902819864,0.28259680120729075,0.16008339522282394,0.008396641343462616,0.21257639988626753,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.766454241072885,1.51384081371294,-0.9220292933640734,0.7430185440850989,0.7368421052631579,2.8621541110060096,1.0,0.0,1.2417215080834694,3.6683198291442976,2.0124396929218054,0.738250548369965,0.27631578947368424,1.2988519815352677,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.670146771738281,3.619091211954784,-2.7952982882937887,0.7592553292760859,0.2692307692307692,2.9539354607532924,1.0,0.0,3.7375872389350095,6.18905289347337,4.782795349763682,3.0653425843046556,0.7692307692307693,3.212032964617398,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5180755113663171,0.1614193432141045,0.050963085044733035,0.7159318740849122,0.991203518592563,2.7390272087506586,1.0,0.0,-0.07118426611452786,0.7236380026081524,0.225467462837057,0.08910929167382746,0.008796481407437025,0.2202604262890089,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.771517246085331,1.4978672960681463,-0.9432678673144436,0.715931874084912,0.7105263157894737,2.7730012386230385,1.0,0.0,1.3175385835699898,3.871202479464713,2.092192498039965,0.7676306199769594,0.2894736842105263,1.3036333038494075,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.683324791657966,3.6380286386973397,-2.86255550422837,0.7159318740849122,0.19230769230769232,2.754073225081024,1.0,0.0,3.998362983750686,6.541578830589272,5.081529081726365,3.0470090113629817,0.8076923076923077,3.248864164018815,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5214932081703618,0.18759865837021114,0.04332630673999083,0.6576942420071075,0.9908036785285885,2.519637276919928,1.0,0.0,-0.06843471386403505,0.7545899308161939,0.28812827849325984,0.16012687675081771,0.009196321471411436,0.2127957158758813,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.76326799981204,1.5139510376361405,-0.9332250814746601,0.6775297698059205,0.6973684210526315,2.6090934548824207,1.0,0.0,1.3540669553176599,3.935776484275625,2.1865348044381796,0.8197491589815311,0.3026315789473684,1.3079722769929434,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.6652906886547845,3.620787167161784,-2.8395826891676674,0.6902228720051785,0.15384615384615385,2.685615011131102,1.0,0.0,4.091810594626358,6.638237936653966,5.186506957242622,3.256783569115345,0.8461538461538461,3.2474281853416267,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5180755113663171,0.1614193432141045,0.050963085044733035,0.7184373254567812,0.9916033586565374,2.748733289879632,1.0,0.0,-0.07381528060401839,0.6813795055074269,0.22020852096917717,0.08910929167382746,0.008396641343462616,0.2200962514448179,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.771517246085331,1.4978672960681463,-0.9432678673144436,0.7853547552100233,0.7236842105263158,3.0413844898124656,1.0,0.0,1.227532248771644,3.6113932658961594,1.926391917580682,0.6763568560406678,0.27631578947368424,1.296397340176063,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.683324791657966,3.6380286386973397,-2.86255550422837,0.7855172940424312,0.23076923076923078,3.025763073253737,1.0,0.0,3.718378948432919,6.1063156349459184,4.698983231308951,2.8478101503239195,0.7692307692307693,3.217178257577966,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5215130239070228,0.18761009057616054,0.043168442439090376,0.6600748546608661,0.9920031987205118,2.52882527612103,1.0,0.0,-0.0711130998387871,0.7118102758410113,0.2826026730132081,0.16008339522282394,0.008396641343462616,0.2125904881322211,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.7634559950118396,1.5141464296001617,-0.9383417218631834,0.7430185440850989,0.7368421052631579,2.8621541110060096,1.0,0.0,1.2628704178513328,3.665889037062536,2.0131118652717856,0.738250548369965,0.27631578947368424,1.2994274316346703,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.665795113872641,3.6220603122817354,-2.8409050100191915,0.7592553292760859,0.2692307692307692,2.9539354607532924,1.0,0.0,3.7966879453077,6.185928648587178,4.787479344966227,3.0653425843046556,0.7692307692307693,3.2157908111030316,DiagonalScanPath_2,Diagonal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5364650437729902,0.14485548534724435,-0.014274708494286,0.7159318740849122,0.9900039984006398,2.7390272087506586,1.0,0.0,0.019938640827427336,0.7493241510705019,0.2023313817846081,0.03228695447887825,0.009996001599360257,0.22680617159088767,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.8028480379843677,1.5293399391352305,-0.8422269983318649,0.715931874084912,0.7105263157894737,2.7730012386230385,1.0,0.0,1.1764066230580672,3.9149647325968053,2.1361528861806827,0.760453072794633,0.27631578947368424,1.3283216564714482,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.689717053037025,3.6346296028448117,-2.8164051175908447,0.7159318740849122,0.19230769230769232,2.754073225081024,1.0,0.0,3.933901003067798,6.550507419482216,5.076781373214473,3.0807854029681723,0.7692307692307693,3.2449438398240926,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5352943571156226,0.161738190354645,-0.02206133537662061,0.6577007362896288,0.9884046381447421,2.5194751914291635,1.0,0.0,0.02668455822845106,0.7721794285647371,0.24850511699919473,0.07983362296299498,0.011995201919232307,0.21583133302752294,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.7955309803230204,1.5413705247235596,-0.8366613970589963,0.6776333304795482,0.7105263157894737,2.5814699450197205,1.0,0.0,1.2100407943799276,3.979698819286171,2.2232906297087256,0.7982391284491779,0.3026315789473684,1.3430233787310026,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.674028517284243,3.620469396951213,-2.7968569077227765,0.6902228720051796,0.19230769230769232,2.6317799828414215,1.0,0.0,4.032151337242085,6.650112145377565,5.1862796483307445,3.275135937043693,0.8461538461538461,3.2497545485698307,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5364650437729902,0.14485548534724435,-0.014274708494286,2.678998574927976,0.9916033586565374,10.24370065012293,1.0,0.0,0.0210623213060299,0.6379569920731432,0.10226699809591881,0.008029365160769667,0.008396641343462616,0.6692542364449139,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.8028480379843677,1.5293399391352305,-0.8422269983318649,0.8909708357999431,0.7236842105263158,3.453080079948302,1.0,0.0,1.1385572067722294,3.5965235209992374,1.9015146648057502,0.6139300703485673,0.27631578947368424,1.334389362325995,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.689717053037025,3.6346296028448117,-2.8164051175908447,0.7890310754945317,0.23076923076923078,3.0393067089019827,1.0,0.0,3.636424279263483,6.061840488158785,4.664731265282136,2.855777706263948,0.7692307692307693,3.2118389662734876,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6268007000150985,0.3416548641044232,-0.00047846293410720654,2.079431076542415,0.9916033586565374,7.964033004399679,1.0,0.0,0.011115921410130472,0.6890292408404324,0.217853495225336,0.12169469554527919,0.008796481407437025,0.5510603940306728,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.801195313009084,1.5525056184948085,-0.803886011086648,0.8012243223886832,0.7236842105263158,3.1010128280907843,1.0,0.0,1.1326748562005942,3.7284846813858765,2.0345777739112765,0.7172182808163456,0.27631578947368424,1.340059246891256,DiagonalScanPath_2,Diagonal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
