region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage
current_top_1pct,26,4.521620957328825,3.5146597463434217,-3.5146597463434217,0.8038489617153743,0.23076923076923078,3.078149169553668,1.0,0.0,4.307373299633232,5.447411523689825,4.307373299633232,2.901565163900554,0.7692307692307693,3.073361853533402,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5102095555382294,0.1963936409514507,0.020316228989497878,0.6607933187333425,0.991203518592563,2.5250798987237704,1.0,0.0,-0.03890156064711448,0.6623338438425642,0.293068200908184,0.17868972070238906,0.009196321471411436,0.2149935251583103,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.660667253831253,1.537945572283201,-1.1719097688235707,0.7557254980808213,0.7105263157894737,2.86048941578335,1.0,0.0,1.4670987285451824,3.2847360136674424,1.9605300817234095,0.934554852431053,0.3026315789473684,1.274958367845165,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.436709467886442,3.4170813333915273,-3.4170813333915273,0.7906932616331216,0.23076923076923078,3.0129538189322975,1.0,0.0,4.266188616853594,5.453121820638844,4.266188616853594,2.8292434218286946,0.7692307692307693,2.986278506172766,HorizontalScanPath_12,Horizontal,12,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5731643141515589,0.19418792932152942,-0.09909511083838586,0.7159318740849122,0.9768092762894842,2.7382387452249928,1.0,0.0,0.1384141626115571,0.8005849926491462,0.2712379995229798,0.04904162241716419,0.019992003198720514,0.2521833751298621,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.6963854750586607,1.5559654381739376,-1.289294161667953,0.715931874084912,0.6973684210526315,2.747776066917776,1.0,0.0,1.8008615181659555,3.7662598532927722,2.173342875902455,0.9721079201285033,0.32894736842105265,1.3194105302653056,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.499248376030008,3.5045830458192446,-3.5045830458192446,0.7159318740849122,0.23076923076923078,2.7403122700486837,1.0,0.0,4.895134820332903,6.284464400723664,4.895134820332903,3.2718986034191726,0.8461538461538461,3.1074101386965274,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5718384291040319,0.21054429208867068,-0.10995577564227049,0.6582246047489472,0.9768092762894842,2.5158661384350025,1.0,0.0,0.156212635859104,0.8242002774881065,0.319222501644897,0.09553614576800736,0.022391043582566973,0.24115696851994994,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.6795876922605237,1.5576817530708016,-1.2026321302646765,0.6809259623169405,0.631578947368421,2.574087328854961,1.0,0.0,1.7000559399615565,3.8008978722392706,2.2382993217812257,1.0823890191275838,0.32894736842105265,1.307778468503179,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.467207478976565,3.4610325575904843,-3.4610325575904843,0.7083980199523917,0.11538461538461539,2.7103610937915508,1.0,0.0,4.891077100153196,6.315047003990226,4.891077100153196,3.208096091751744,0.8076923076923077,3.0576364506611275,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5731643141515589,0.19418792932152942,-0.09909511083838586,2.801529838354727,0.991203518592563,10.711305569197217,1.0,0.0,0.056085292182581806,0.5827793105991963,0.1189976147712521,0.011775059744135018,0.008796481407437025,0.7061465665085748,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.6963854750586607,1.5559654381739376,-1.289294161667953,0.8057627417078114,0.7105263157894737,3.0932638320785877,1.0,0.0,1.5884811692213783,3.239756225520652,1.9073232392316164,0.8827232906642412,0.2894736842105263,1.3059367431482551,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.499248376030008,3.5045830458192446,-3.5045830458192446,0.8061588556138991,0.23076923076923078,3.086997180432438,1.0,0.0,4.283131041491791,5.4015248033217755,4.283131041491791,2.904944886973544,0.7692307692307693,3.0625764504553072,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6184893898905501,0.3364172000534008,-0.09517601308963472,2.679786694633568,0.9904038384646141,10.244450188888848,1.0,0.0,0.052719027282845166,0.6045132982637468,0.18368111866909256,0.08886898448114433,0.009196321471411436,0.6853299438858423,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.6481193570716024,1.541716321964712,-1.1572690766253177,0.7603706645760709,0.6842105263157895,2.8828860995773873,1.0,0.0,1.454556089817222,3.273163991196215,1.9630883885383716,0.9379403411261796,0.3026315789473684,1.2775525261998235,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.411332676505055,3.4044388251328823,-3.4044388251328823,0.7887343302700719,0.23076923076923078,3.0534692671407893,1.0,0.0,4.260922796319782,5.433845539082596,4.260922796319782,2.7927187148186525,0.7692307692307693,2.9606379252759374,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5754856773635767,0.1943215501339225,-0.0992849087608578,0.7159318740849122,0.9768092762894842,2.7382387452249928,1.0,0.0,0.13867926873316194,0.8038274285512841,0.27142463852765303,0.04904162241716419,0.019992003198720514,0.25232695891969265,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.7126078511337317,1.5603626178028207,-1.295540011721931,0.715931874084912,0.6973684210526315,2.747776066917776,1.0,0.0,1.8095856025098207,3.7889189590852137,2.179484772622032,0.9721079201285033,0.32894736842105265,1.324135570506965,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.528245198005819,3.520138243048041,-3.520138243048041,0.7159318740849122,0.23076923076923078,2.7403122700486837,1.0,0.0,4.916862023425625,6.324966609139617,4.916862023425625,3.2718986034191726,0.8461538461538461,3.1229098726299758,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5741576041440791,0.21067791290106386,-0.1101455735647424,0.6582246047489472,0.9768092762894842,2.5158661384350025,1.0,0.0,0.15647901505892658,0.827364380337798,0.3194095721972085,0.09553614576800736,0.022391043582566973,0.24130348672282534,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.695858242640144,1.562078932699687,-1.2088779803186536,0.6809259623169405,0.631578947368421,2.574087328854961,1.0,0.0,1.7088219186294018,3.823452901941621,2.2444554198250533,1.0823890191275838,0.32894736842105265,1.3126000741004333,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.496333255289614,3.476587754819283,-3.476587754819283,0.7083980199523917,0.11538461538461539,2.7103610937915508,1.0,0.0,4.912886289193333,6.355575216364435,4.912886289193333,3.208096091751744,0.8076923076923077,3.0731732066424273,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5754856773635767,0.1943215501339225,-0.0992849087608578,2.801529838354727,0.991203518592563,10.711305569197217,1.0,0.0,0.056302480323529844,0.5858008717480091,0.11915079011864968,0.011775059744135018,0.008796481407437025,0.7062913318528206,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.7126078511337317,1.5603626178028207,-1.295540011721931,0.8057627417078114,0.7105263157894737,3.0932638320785877,1.0,0.0,1.5956283737017873,3.257639649615752,1.9123639174400549,0.8827232906642412,0.2894736842105263,1.3107006658582367,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.528245198005819,3.520138243048041,-3.520138243048041,0.8061588556138991,0.23076923076923078,3.086997180432438,1.0,0.0,4.300944100806261,5.433461273265679,4.300944100806261,2.904944886973544,0.7692307692307693,3.0780503804053896,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6206007967694654,0.33655082086579396,-0.09536581101210673,2.679786694633568,0.9904038384646141,10.244450188888848,1.0,0.0,0.052941224532251654,0.6075096066258305,0.18383781118273618,0.08886898448114433,0.009196321471411436,0.6854745063560939,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.6643255315898973,1.5461135015935974,-1.163514926679298,0.7603706645760709,0.6842105263157895,2.8828860995773873,1.0,0.0,1.4618681335115067,3.2913691130519642,1.9682448092834066,0.9379403411261796,0.3026315789473684,1.2823097727537585,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.4404247697277315,3.4199940223616854,-3.4199940223616854,0.7887343302700719,0.23076923076923078,3.0534692671407893,1.0,0.0,4.279145936654174,5.466580177670661,4.279145936654174,2.7927187148186525,0.7692307692307693,2.976156240009736,HorizontalScanPath_12,Horizontal,12,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5994685831608094,0.025287162705480565,0.022374085884133105,0.7159318740849122,0.998000799680128,2.7382387452249928,1.0,0.0,-0.03125169683600293,0.8373262943866502,0.03532062703284729,0.00013991521685187525,0.001999200319872051,0.1872440609437379,HorizontalScanPath_12,Horizontal,12,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,3.438727976130632,0.7813806555408217,0.7752125235914251,0.715931874084912,0.9342105263157895,2.747776066917776,1.0,0.0,-1.082802081667734,4.803149713827081,1.0914176108439988,0.12790713263404002,0.06578947368421052,0.8127353700414643,HorizontalScanPath_12,Horizontal,12,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,5.863702551701328,2.071043892773225,2.071043892773225,0.7159318740849122,0.8461538461538461,2.7403122700486837,1.0,0.0,-2.89279464672583,8.190307994313256,2.89279464672583,0.2151228488047199,0.15384615384615385,1.9734125298160659,HorizontalScanPath_12,Horizontal,12,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6079191667261373,0.08524321655120748,0.030174327184646056,0.6582484806020945,0.998000799680128,2.515510268659607,1.0,0.0,-0.04358253640372637,0.8583268166301954,0.13641535947585687,0.061310474735500525,0.001999200319872051,0.179333990935892,HorizontalScanPath_12,Horizontal,12,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,3.4524470215365097,0.9016135817159764,0.9016135817159764,0.6817055142896893,0.9342105263157895,2.6015572649429006,1.0,0.0,-1.285565318779676,4.8397934390146204,1.285565318779676,0.2959045541277362,0.06578947368421052,0.8304676120902087,HorizontalScanPath_12,Horizontal,12,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,5.879102712335476,2.1360287181267075,2.1360287181267075,0.7084652306340676,0.8461538461538461,2.624984854588899,1.0,0.0,-3.0011122728333928,8.237890527954908,3.0011122728333928,0.364977930577129,0.15384615384615385,1.9936793123317698,HorizontalScanPath_12,Horizontal,12,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.4452663926425574,0.01954981200522922,0.01663673518388176,0.7159318740849122,0.9984006397441023,2.7382387452249928,1.0,0.0,-0.023237874700224034,0.6219396129159449,0.027306804897068375,0.00013991521685187525,0.001599360255897641,0.18177926644890133,HorizontalScanPath_12,Horizontal,12,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.5540897344904034,0.5925765226286032,0.5864083906792066,0.715931874084912,0.9473684210526315,2.747776066917776,1.0,0.0,-0.8190840663837471,3.567503874240803,0.8276995955600119,0.12790713263404002,0.05263157894736842,0.6329004880469085,HorizontalScanPath_12,Horizontal,12,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.362396529352674,1.600829990793432,1.600829990793432,0.7159318740849122,0.8461538461538461,2.7403122700486837,1.0,0.0,-2.236008828129878,6.093312348927877,2.236008828129878,0.2151228488047199,0.15384615384615385,1.5085797001991161,HorizontalScanPath_12,Horizontal,12,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4561398548273446,0.07950586585095613,0.02443697648439471,0.6582484806020945,0.9984006397441023,2.515510268659607,1.0,0.0,-0.0355301852397401,0.6478698820222886,0.1283630083118706,0.061310474735500525,0.001599360255897641,0.17384937594147915,HorizontalScanPath_12,Horizontal,12,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.569960079946471,0.7128094488037577,0.7128094488037577,0.6817055142896893,0.9473684210526315,2.6015572649429006,1.0,0.0,-1.020579394291128,3.604461417957774,1.020579394291128,0.2959045541277362,0.05263157894736842,0.6499804791819642,HorizontalScanPath_12,Horizontal,12,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.3793299622541255,1.6658148161469166,1.6658148161469166,0.7084652306340676,0.8461538461538461,2.624984854588899,1.0,0.0,-2.341843893601407,6.137468077113294,2.341843893601407,0.364977930577129,0.15384615384615385,1.527965199514845,HorizontalScanPath_12,Horizontal,12,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.49934158588404015,0.16856534391882355,0.05664436129064763,0.7159318740849122,0.9868052778888444,2.7409833369623926,1.0,0.0,-0.07911976452095972,0.6974708124600362,0.23544886045795896,0.10186802026721017,0.013594562175129948,0.22273406659999703,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.6326838441864484,1.6160846132143338,-0.35610537688502353,0.715931874084912,0.6052631578947368,2.7391498721162018,1.0,0.0,0.4974012050241362,3.677282629093005,2.257316194058235,1.5752438542663123,0.40789473684210525,1.3300113418714474,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.164333601297501,2.750085123257844,-2.689080760865072,0.7159318740849122,0.38461538461538464,2.7767631108004376,1.0,0.0,3.756056767694822,5.816661825009897,3.8412664986776,2.2938042869190483,0.6153846153846154,2.426527071859533,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5026737242471948,0.19118070305611573,0.03217441899059028,0.6579526780214497,0.9860055977608957,2.517882438989245,1.0,0.0,-0.050335797807751166,0.7291813280062122,0.2937247565543213,0.16316536855938574,0.013594562175129948,0.21433813920126835,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.6204880057237143,1.5697778537007199,-0.452859555715873,0.674735314776538,0.5789473684210527,2.604496285207937,1.0,0.0,0.6127878009247134,3.7346640770553083,2.273237782710701,1.5170089063470553,0.40789473684210525,1.297251455523413,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.1818596578435185,2.7898380805053367,-2.734309625138127,0.7078131723924361,0.34615384615384615,2.7331864904862253,1.0,0.0,3.8723803199293076,5.921646870203879,3.9502470482588445,2.4038054284859367,0.6538461538461539,2.4634915518707308,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.49934158588404015,0.16856534391882355,0.05664436129064763,0.728954070330399,0.9936025589764095,2.7908436894877746,1.0,0.0,-0.07743352178016537,0.5532641270133551,0.21278987353612558,0.10181107805279478,0.005597760895641743,0.22037577741469322,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.6326838441864484,1.6160846132143338,-0.35610537688502353,1.128368728515694,0.8157894736842105,4.319046070884705,1.0,0.0,0.5190958441628254,2.782061701457759,1.5456167539549481,0.9588356522707513,0.15789473684210525,1.2584804856957248,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.164333601297501,2.750085123257844,-2.689080760865072,1.1134632275366254,0.5384615384615384,4.303182465232842,1.0,0.0,2.8106515659639917,4.548820744451043,2.848706561153524,1.6994642493902599,0.4230769230769231,2.3635726045141863,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.49751154283302446,0.18797778866457882,0.02279011911235473,0.6676224312133554,0.9928028788484606,2.555107595340518,1.0,0.0,-0.04244334277061584,0.5964126542323842,0.2705090740358498,0.16238515584305388,0.006397441023590564,0.2099832394273576,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.60176544955562,1.5025494536780577,-0.7731182842369652,0.9759374199520089,0.7763157894736842,3.7441753660118384,1.0,0.0,0.8785058907346176,2.894790341881516,1.5906118645331493,0.8548642950872758,0.19736842105263158,1.1982042966469983,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.282653049001441,3.0534087503734915,-3.0534087503734915,1.0119585921468168,0.46153846153846156,3.8632090441968545,1.0,0.0,3.2677856072225566,4.796769058030356,3.2677856072225566,2.1583086703503245,0.5384615384615384,2.584840842036124,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.501412282887069,0.16866396588067034,0.05651304734603438,0.7159318740849122,0.9868052778888444,2.7409833369623926,1.0,0.0,-0.0789363477052451,0.7003631225777767,0.23558661373507472,0.10186802026721017,0.013594562175129948,0.22284116507520454,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.645603498785114,1.6193300543535287,-0.3604266423518359,0.715931874084912,0.6052631578947368,2.7391498721162018,1.0,0.0,0.5034370662886397,3.6953285564589007,2.2618493644012143,1.5752438542663123,0.40789473684210525,1.3335357272200525,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.188274218742939,2.7602590078151232,-2.7010249417715064,0.7159318740849122,0.38461538461538464,2.7767631108004376,1.0,0.0,3.7727401719945695,5.85010162328126,3.8554771867689555,2.2938042869190483,0.6153846153846154,2.437218540599658,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5047308382377397,0.19127932501796258,0.03204310504597698,0.6579526780214497,0.9860055977608957,2.517882438989245,1.0,0.0,-0.05015118379721547,0.7319846237668959,0.2938633049428362,0.16316536855938574,0.013594562175129948,0.21444636878313603,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.6334680428693336,1.5730232948399163,-0.4571808211826869,0.674735314776538,0.5789473684210527,2.604496285207937,1.0,0.0,0.6188630593503689,3.7526669381113953,2.2777971184959074,1.5170089063470553,0.40789473684210525,1.300813063210927,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.205706998144405,2.800011965062621,-2.746253806044566,0.7078131723924361,0.34615384615384615,2.7331864904862253,1.0,0.0,3.8891627828691857,5.954937397866283,3.9645503222430216,2.4128518235010032,0.6538461538461539,2.474284490613104,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.501412282887069,0.16866396588067034,0.05651304734603438,0.728954070330399,0.9936025589764095,2.7908436894877746,1.0,0.0,-0.07728027015491117,0.5559017661219593,0.21290970806292195,0.10181107805279478,0.005597760895641743,0.2204834947570672,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.645603498785114,1.6193300543535287,-0.3604266423518359,1.128368728515694,0.8157894736842105,4.319046070884705,1.0,0.0,0.5241390325149404,2.7993109808676406,1.5495602559486041,0.9588356522707513,0.15789473684210525,1.2620252366598985,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.188274218742939,2.7602590078151232,-2.7010249417715064,1.1134632275366254,0.5384615384615384,4.303182465232842,1.0,0.0,2.824587322967756,4.5797441560588465,2.861039591314321,1.6994642493902599,0.4230769230769231,2.3743006964999336,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4996012466753135,0.18809481434696865,0.022658805167741387,0.6676224312133554,0.9928028788484606,2.555107595340518,1.0,0.0,-0.042287538853083506,0.5989356239629864,0.27064788579067667,0.16238515584305388,0.006397441023590564,0.21009523849217665,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.6149096851695535,1.5064005225156494,-0.7774395497037806,0.9759374199520089,0.7763157894736842,3.7441753660118384,1.0,0.0,0.883633069652359,2.9118818070339834,1.595179867149231,0.8548642950872758,0.19736842105263158,1.2018899500826883,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.306077245512431,3.065352931279932,-3.065352931279932,1.0119585921468168,0.46153846153846156,3.8632090441968545,1.0,0.0,3.281955487925837,4.827023409162201,3.281955487925837,2.1583086703503245,0.5384615384615384,2.5959323478325165,HorizontalScanPath_13,Horizontal,13,development,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5928826628690528,0.217775648741169,-0.06426882457901092,0.7159318740849122,0.9660135945621752,2.7409833369623926,1.0,0.0,0.0897694695618321,0.8281272064145236,0.3041848765562015,0.058656169604614894,0.031187524990004,0.26566061254268586,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
