observation_seed,lengthscale,unsat_neg_log_marginal_likelihood
26,2.2,256.0011510340923
27,0.25,237.93065846354315
27,0.270969773542972,234.53859267859514
27,0.2936984726957182,231.3494801406598
27,0.31833363454510205,228.21249114970422
27,0.3450351714551901,225.1146987512086
27,0.3739764090942936,222.1183621926142
27,0.40534521153077835,219.25893544411738
27,0.43934520070089245,216.56430189828853
27,0.4761970781644497,214.05882155904044
27,0.5161400577281836,211.73811272244365
27,0.5594334182362497,209.5865700184256
27,0.6063581866073894,207.61513375553093
27,0.6572189620437259,205.84569656404454
27,0.7123458932525423,204.2714560494812
27,0.77209682151563,202.8308611180247
27,0.8368596035173551,201.44113409286985
27,0.9070546290094362,200.06823228348782
27,0.9831375496551656,198.75236426203293
27,1.065602236766611,197.5755393960246
27,1.154983987134132,196.61985417230815
27,1.251862997757979,195.96284251189928
27,1.3568681320372225,195.7159115655146
27,1.4706810018632064,196.04585370042457
27,1.5940403921152975,197.12680345662102
27,1.7277470562793298,199.1337387895099
27,1.872668914318186,202.28832736457167
27,2.029746686535049,206.81856740887267
27,2.2,212.6592614553785
28,0.25,247.80192069731913
28,0.270969773542972,244.00753061003337
28,0.2936984726957182,240.50274769338327
28,0.31833363454510205,237.2097275119859
28,0.3450351714551901,234.21638341077272
28,0.3739764090942936,231.55221063847299
28,0.40534521153077835,229.04049917084328
28,0.43934520070089245,226.48883171612775
28,0.4761970781644497,223.90347059822486
28,0.5161400577281836,221.40189136042287
28,0.5594334182362497,219.07659154406068
28,0.6063581866073894,216.97225656333586
28,0.6572189620437259,215.1058672625138
28,0.7123458932525423,213.48904062109807
28,0.77209682151563,212.12835887032924
28,0.8368596035173551,210.99652081804817
28,0.9070546290094362,210.0128409538956
28,0.9831375496551656,209.12233370904647
28,1.065602236766611,208.41336392395633
28,1.154983987134132,208.06051423697272
28,1.251862997757979,208.17583353396375
28,1.3568681320372225,208.73872530876824
28,1.4706810018632064,209.78773024345506
28,1.5940403921152975,211.62900187415931
28,1.7277470562793298,214.68089569771266
28,1.872668914318186,219.21152126695506
28,2.029746686535049,225.28989915774892
28,2.2,232.73597778812226
29,0.25,242.6513182715402
29,0.270969773542972,238.66891887968353
29,0.2936984726957182,234.90979048396682
29,0.31833363454510205,231.3929695601674
29,0.3450351714551901,228.14826644485652
29,0.3739764090942936,225.20534653101186
29,0.40534521153077835,222.54027780853184
29,0.43934520070089245,220.04028702855135
29,0.4761970781644497,217.60101659704287
29,0.5161400577281836,215.2501594408265
29,0.5594334182362497,213.08304633087664
29,0.6063581866073894,211.17513941408967
29,0.6572189620437259,209.55667112476578
29,0.7123458932525423,208.18646185577697
29,0.77209682151563,206.92148626206838
29,0.8368596035173551,205.6013675947979
29,0.9070546290094362,204.20188184776774
29,0.9831375496551656,202.807901696796
29,1.065602236766611,201.50671318147835
29,1.154983987134132,200.38082740225732
29,1.251862997757979,199.5569255498368
29,1.3568681320372225,199.2501543175425
29,1.4706810018632064,199.76783386799903
29,1.5940403921152975,201.4863830838247
29,1.7277470562793298,204.89177720762902
29,1.872668914318186,210.56577369442113
29,2.029746686535049,218.93479200941047
29,2.2,229.74052420297008
